,ACM_CCA_pca_30_5_pairs_0,DBLP_CCA_pca_30_5_pairs_0,Citeseer_None_pca_64zscore,IMDB_None_pca_32TRI,ratio,Cora_None_pca_64TRI,Citeseer_None_pca_64CONV,Cora_None_CONV,ACM_CLL_pca_30_5_pairs_0,Cora_None_zscore,IMDB_CLL_pca_30_5_pairs_0,Cora_CLL_0,DBLP_CLNL_pca_30,Cora_AUTO_0,Cora_None_pca_64zscore,DBLP_None_pca_32TRI,IMDB_None_pca_32zscore,output_5_pairs_runs.log,ACM_AUTO_pca_30_5_pairs_0,Citeseer_CCA_pca_300,DBLP_None_pca_32zscore,Cora_CLNL_0,ACM_None_pca_32zscore,ACM_None_pca_32TRI,IMDB_CCA_pca_30_5_pairs_0,Citeseer_None_pca_64TRI,Citeseer_CLL_pca_30,ACM_CLNL_pca_30_5_pairs_0,Cora_CCA_0,Citeseer_AUTO_pca_30,Cora_None_TRI,Cora_None_pca_64CONV,DBLP_CLL_pca_30_5_pairs_0,IMDB_CLNL_pca_30_5_pairs_0,DBLP_AUTO_pca_30_5_pairs_0,IMDB_AUTO_pca_30_5_pairs_0,Citeseer_CLNL_pca_30
0,,,,,1.0,,,,,,"[0.5642795513373597, 0.5783721599079666, 0.5772217428817946, 0.5800977854472246, 0.5861374748346275, 0.5645671555939028, 0.5743457003163647, 0.549324129997124, 0.5737704918032787, 0.5657175726200748, 0.5708944492378487, 0.5832614322691976, 0.5826862237561116, 0.5688812194420477, 0.5752085130859936, 0.5846994535519126, 0.5829738280126546, 0.5677308024158757, 0.5904515386827726, 0.5729076790336497]",,,,,,,,,,,,,,,,,,,,,,"[0.8206388206388207, 0.8289312039312039, 0.8283169533169533, 0.8163390663390664, 0.8105036855036855, 0.8151105651105651, 0.8307739557739557, 0.8154176904176904, 0.8197174447174447, 0.828009828009828, 0.8258599508599509, 0.8141891891891891, 0.812960687960688, 0.8227886977886978, 0.812039312039312, 0.8206388206388207, 0.8166461916461917, 0.8144963144963145, 0.8255528255528255, 0.8154176904176904]",,,,
1,,,,,0.5,,,,,,"[0.5645933014354066, 0.5496411483253588, 0.5616028708133971, 0.5466507177033493, 0.5418660287081339, 0.5616028708133971, 0.5532296650717703, 0.541267942583732, 0.5448564593301436, 0.5580143540669856, 0.5478468899521531, 0.5478468899521531, 0.5711722488038278, 0.5352870813397129, 0.5616028708133971, 0.5604066985645934, 0.5508373205741627, 0.5532296650717703, 0.5741626794258373, 0.5526315789473685]",,,,,,,,,,,,,,,,,,,,,,"[0.8387309980171844, 0.8393919365499009, 0.8248512888301388, 0.8261731658955717, 0.8592200925313945, 0.8512888301387971, 0.8314606741573034, 0.845340383344349, 0.8347653668208856, 0.8440185062789161, 0.8426966292134831, 0.8327825512227363, 0.8413747521480502, 0.8506278916060807, 0.8473231989424983, 0.8235294117647058, 0.8400528750826173, 0.8393919365499009, 0.836748182419035, 0.8446794448116325]",,,,
2,,,,,0.3,,,,,,"[0.5270541082164328, 0.5360721442885772, 0.5340681362725451, 0.530060120240481, 0.5140280561122245, 0.5230460921843687, 0.49899799599198397, 0.533066132264529, 0.5180360721442886, 0.503006012024048, 0.5320641282565131, 0.5080160320641283, 0.5170340681362725, 0.5280561122244489, 0.5470941883767535, 0.5290581162324649, 0.503006012024048, 0.5350701402805611, 0.5410821643286573, 0.533066132264529]",,,,,,,,,,,,,,,,,,,,,,"[0.8438576349024111, 0.8473019517795637, 0.8208955223880597, 0.8473019517795637, 0.8461538461538461, 0.8105625717566016, 0.8576349024110218, 0.8036739380022963, 0.8369690011481056, 0.8231917336394948, 0.8381171067738232, 0.8404133180252583, 0.8369690011481056, 0.8208955223880597, 0.8427095292766934, 0.8553386911595867, 0.8220436280137773, 0.8323765786452354, 0.8335246842709529, 0.8461538461538461]",,,,
3,,,,,0.1,,,,,,"[0.378698224852071, 0.4289940828402367, 0.5384615384615384, 0.5295857988165681, 0.48520710059171596, 0.47633136094674555, 0.5177514792899408, 0.5236686390532544, 0.5059171597633136, 0.4467455621301775, 0.3343195266272189, 0.5266272189349113, 0.4911242603550296, 0.5473372781065089, 0.5266272189349113, 0.5355029585798816, 0.3609467455621302, 0.4289940828402367, 0.5384615384615384, 0.4881656804733728]",,,,,,,,,,,,,,,,,,,,,,"[0.7877697841726619, 0.7985611510791367, 0.7769784172661871, 0.7769784172661871, 0.7985611510791367, 0.7697841726618705, 0.7589928057553957, 0.7733812949640287, 0.7877697841726619, 0.7122302158273381, 0.762589928057554, 0.737410071942446, 0.7769784172661871, 0.7697841726618705, 0.7949640287769785, 0.7553956834532374, 0.7769784172661871, 0.7805755395683454, 0.7841726618705036, 0.7985611510791367]",,,,
